dataset,threshold,seed,search_method,method_label,nodes,query_count,query_ratio,first_result_query,first_result_query_ratio,final_answers,exhaustive_answers,answer_validation,validation_note
nginx:REQ,45000.000000,0,exhaustive,Exhaustive,96,96,1.000000,48.000000,0.500000,C04|C05,C04|C05,exact,Exhaustive reference baseline.
nginx:REQ,45000.000000,0,balanced,Balanced (Ours),96,12,0.125000,12.000000,0.125000,C04,C04|C05,subset_sound,Search answers are a feasible subset of exhaustive frontier; conservative under pruning.
nginx:REQ,45000.000000,0,random,Random-candidate,96,16,0.166667,14.000000,0.145833,C04,C04|C05,subset_sound,Search answers are a feasible subset of exhaustive frontier; conservative under pruning.
nginx:REQ,45000.000000,1,exhaustive,Exhaustive,96,96,1.000000,48.000000,0.500000,C04|C05,C04|C05,exact,Exhaustive reference baseline.
nginx:REQ,45000.000000,1,balanced,Balanced (Ours),96,12,0.125000,12.000000,0.125000,C04,C04|C05,subset_sound,Search answers are a feasible subset of exhaustive frontier; conservative under pruning.
nginx:REQ,45000.000000,1,random,Random-candidate,96,19,0.197917,3.000000,0.031250,C04|C05,C04|C05,exact,Search frontier exactly matches exhaustive frontier.
nginx:REQ,45000.000000,2,exhaustive,Exhaustive,96,96,1.000000,48.000000,0.500000,C04|C05,C04|C05,exact,Exhaustive reference baseline.
nginx:REQ,45000.000000,2,balanced,Balanced (Ours),96,12,0.125000,12.000000,0.125000,C04,C04|C05,subset_sound,Search answers are a feasible subset of exhaustive frontier; conservative under pruning.
nginx:REQ,45000.000000,2,random,Random-candidate,96,10,0.104167,9.000000,0.093750,C04,C04|C05,subset_sound,Search answers are a feasible subset of exhaustive frontier; conservative under pruning.
nginx:REQ,45000.000000,3,exhaustive,Exhaustive,96,96,1.000000,48.000000,0.500000,C04|C05,C04|C05,exact,Exhaustive reference baseline.
nginx:REQ,45000.000000,3,balanced,Balanced (Ours),96,12,0.125000,12.000000,0.125000,C04,C04|C05,subset_sound,Search answers are a feasible subset of exhaustive frontier; conservative under pruning.
nginx:REQ,45000.000000,3,random,Random-candidate,96,24,0.250000,7.000000,0.072917,C04|C05,C04|C05,exact,Search frontier exactly matches exhaustive frontier.
nginx:REQ,45000.000000,4,exhaustive,Exhaustive,96,96,1.000000,48.000000,0.500000,C04|C05,C04|C05,exact,Exhaustive reference baseline.
nginx:REQ,45000.000000,4,balanced,Balanced (Ours),96,12,0.125000,12.000000,0.125000,C04,C04|C05,subset_sound,Search answers are a feasible subset of exhaustive frontier; conservative under pruning.
nginx:REQ,45000.000000,4,random,Random-candidate,96,19,0.197917,6.000000,0.062500,C04|C05,C04|C05,exact,Search frontier exactly matches exhaustive frontier.
nginx:REQ,45000.000000,5,exhaustive,Exhaustive,96,96,1.000000,48.000000,0.500000,C04|C05,C04|C05,exact,Exhaustive reference baseline.
nginx:REQ,45000.000000,5,balanced,Balanced (Ours),96,12,0.125000,12.000000,0.125000,C04,C04|C05,subset_sound,Search answers are a feasible subset of exhaustive frontier; conservative under pruning.
nginx:REQ,45000.000000,5,random,Random-candidate,96,19,0.197917,10.000000,0.104167,C04|C05,C04|C05,exact,Search frontier exactly matches exhaustive frontier.
nginx:REQ,45000.000000,6,exhaustive,Exhaustive,96,96,1.000000,48.000000,0.500000,C04|C05,C04|C05,exact,Exhaustive reference baseline.
nginx:REQ,45000.000000,6,balanced,Balanced (Ours),96,12,0.125000,12.000000,0.125000,C04,C04|C05,subset_sound,Search answers are a feasible subset of exhaustive frontier; conservative under pruning.
nginx:REQ,45000.000000,6,random,Random-candidate,96,24,0.250000,13.000000,0.135417,C04,C04|C05,subset_sound,Search answers are a feasible subset of exhaustive frontier; conservative under pruning.
nginx:REQ,45000.000000,7,exhaustive,Exhaustive,96,96,1.000000,48.000000,0.500000,C04|C05,C04|C05,exact,Exhaustive reference baseline.
nginx:REQ,45000.000000,7,balanced,Balanced (Ours),96,12,0.125000,12.000000,0.125000,C04,C04|C05,subset_sound,Search answers are a feasible subset of exhaustive frontier; conservative under pruning.
nginx:REQ,45000.000000,7,random,Random-candidate,96,15,0.156250,4.000000,0.041667,C04,C04|C05,subset_sound,Search answers are a feasible subset of exhaustive frontier; conservative under pruning.
nginx:REQ,45000.000000,8,exhaustive,Exhaustive,96,96,1.000000,48.000000,0.500000,C04|C05,C04|C05,exact,Exhaustive reference baseline.
nginx:REQ,45000.000000,8,balanced,Balanced (Ours),96,12,0.125000,12.000000,0.125000,C04,C04|C05,subset_sound,Search answers are a feasible subset of exhaustive frontier; conservative under pruning.
nginx:REQ,45000.000000,8,random,Random-candidate,96,24,0.250000,21.000000,0.218750,C04|C05,C04|C05,exact,Search frontier exactly matches exhaustive frontier.
nginx:REQ,45000.000000,9,exhaustive,Exhaustive,96,96,1.000000,48.000000,0.500000,C04|C05,C04|C05,exact,Exhaustive reference baseline.
nginx:REQ,45000.000000,9,balanced,Balanced (Ours),96,12,0.125000,12.000000,0.125000,C04,C04|C05,subset_sound,Search answers are a feasible subset of exhaustive frontier; conservative under pruning.
nginx:REQ,45000.000000,9,random,Random-candidate,96,17,0.177083,17.000000,0.177083,C04,C04|C05,subset_sound,Search answers are a feasible subset of exhaustive frontier; conservative under pruning.
nginx:REQ,48000.000000,0,exhaustive,Exhaustive,96,96,1.000000,96.000000,1.000000,C04,C04,exact,Exhaustive reference baseline.
nginx:REQ,48000.000000,0,balanced,Balanced (Ours),96,12,0.125000,12.000000,0.125000,C04,C04,exact,Search frontier exactly matches exhaustive frontier.
nginx:REQ,48000.000000,0,random,Random-candidate,96,16,0.166667,14.000000,0.145833,C04,C04,exact,Search frontier exactly matches exhaustive frontier.
nginx:REQ,48000.000000,1,exhaustive,Exhaustive,96,96,1.000000,96.000000,1.000000,C04,C04,exact,Exhaustive reference baseline.
nginx:REQ,48000.000000,1,balanced,Balanced (Ours),96,12,0.125000,12.000000,0.125000,C04,C04,exact,Search frontier exactly matches exhaustive frontier.
nginx:REQ,48000.000000,1,random,Random-candidate,96,14,0.145833,5.000000,0.052083,C04,C04,exact,Search frontier exactly matches exhaustive frontier.
nginx:REQ,48000.000000,2,exhaustive,Exhaustive,96,96,1.000000,96.000000,1.000000,C04,C04,exact,Exhaustive reference baseline.
nginx:REQ,48000.000000,2,balanced,Balanced (Ours),96,12,0.125000,12.000000,0.125000,C04,C04,exact,Search frontier exactly matches exhaustive frontier.
nginx:REQ,48000.000000,2,random,Random-candidate,96,10,0.104167,9.000000,0.093750,C04,C04,exact,Search frontier exactly matches exhaustive frontier.
nginx:REQ,48000.000000,3,exhaustive,Exhaustive,96,96,1.000000,96.000000,1.000000,C04,C04,exact,Exhaustive reference baseline.
nginx:REQ,48000.000000,3,balanced,Balanced (Ours),96,12,0.125000,12.000000,0.125000,C04,C04,exact,Search frontier exactly matches exhaustive frontier.
nginx:REQ,48000.000000,3,random,Random-candidate,96,23,0.239583,22.000000,0.229167,C04,C04,exact,Search frontier exactly matches exhaustive frontier.
nginx:REQ,48000.000000,4,exhaustive,Exhaustive,96,96,1.000000,96.000000,1.000000,C04,C04,exact,Exhaustive reference baseline.
nginx:REQ,48000.000000,4,balanced,Balanced (Ours),96,12,0.125000,12.000000,0.125000,C04,C04,exact,Search frontier exactly matches exhaustive frontier.
nginx:REQ,48000.000000,4,random,Random-candidate,96,18,0.187500,13.000000,0.135417,C04,C04,exact,Search frontier exactly matches exhaustive frontier.
nginx:REQ,48000.000000,5,exhaustive,Exhaustive,96,96,1.000000,96.000000,1.000000,C04,C04,exact,Exhaustive reference baseline.
nginx:REQ,48000.000000,5,balanced,Balanced (Ours),96,12,0.125000,12.000000,0.125000,C04,C04,exact,Search frontier exactly matches exhaustive frontier.
nginx:REQ,48000.000000,5,random,Random-candidate,96,21,0.218750,10.000000,0.104167,C04,C04,exact,Search frontier exactly matches exhaustive frontier.
nginx:REQ,48000.000000,6,exhaustive,Exhaustive,96,96,1.000000,96.000000,1.000000,C04,C04,exact,Exhaustive reference baseline.
nginx:REQ,48000.000000,6,balanced,Balanced (Ours),96,12,0.125000,12.000000,0.125000,C04,C04,exact,Search frontier exactly matches exhaustive frontier.
nginx:REQ,48000.000000,6,random,Random-candidate,96,24,0.250000,13.000000,0.135417,C04,C04,exact,Search frontier exactly matches exhaustive frontier.
nginx:REQ,48000.000000,7,exhaustive,Exhaustive,96,96,1.000000,96.000000,1.000000,C04,C04,exact,Exhaustive reference baseline.
nginx:REQ,48000.000000,7,balanced,Balanced (Ours),96,12,0.125000,12.000000,0.125000,C04,C04,exact,Search frontier exactly matches exhaustive frontier.
nginx:REQ,48000.000000,7,random,Random-candidate,96,15,0.156250,4.000000,0.041667,C04,C04,exact,Search frontier exactly matches exhaustive frontier.
nginx:REQ,48000.000000,8,exhaustive,Exhaustive,96,96,1.000000,96.000000,1.000000,C04,C04,exact,Exhaustive reference baseline.
nginx:REQ,48000.000000,8,balanced,Balanced (Ours),96,12,0.125000,12.000000,0.125000,C04,C04,exact,Search frontier exactly matches exhaustive frontier.
nginx:REQ,48000.000000,8,random,Random-candidate,96,25,0.260417,23.000000,0.239583,C04,C04,exact,Search frontier exactly matches exhaustive frontier.
nginx:REQ,48000.000000,9,exhaustive,Exhaustive,96,96,1.000000,96.000000,1.000000,C04,C04,exact,Exhaustive reference baseline.
nginx:REQ,48000.000000,9,balanced,Balanced (Ours),96,12,0.125000,12.000000,0.125000,C04,C04,exact,Search frontier exactly matches exhaustive frontier.
nginx:REQ,48000.000000,9,random,Random-candidate,96,17,0.177083,17.000000,0.177083,C04,C04,exact,Search frontier exactly matches exhaustive frontier.
nginx:REQ,51000.000000,0,exhaustive,Exhaustive,96,96,1.000000,96.000000,1.000000,C02,C02,exact,Exhaustive reference baseline.
nginx:REQ,51000.000000,0,balanced,Balanced (Ours),96,10,0.104167,5.000000,0.052083,C02,C02,exact,Search frontier exactly matches exhaustive frontier.
nginx:REQ,51000.000000,0,random,Random-candidate,96,15,0.156250,13.000000,0.135417,C02,C02,exact,Search frontier exactly matches exhaustive frontier.
nginx:REQ,51000.000000,1,exhaustive,Exhaustive,96,96,1.000000,96.000000,1.000000,C02,C02,exact,Exhaustive reference baseline.
nginx:REQ,51000.000000,1,balanced,Balanced (Ours),96,10,0.104167,5.000000,0.052083,C02,C02,exact,Search frontier exactly matches exhaustive frontier.
nginx:REQ,51000.000000,1,random,Random-candidate,96,16,0.166667,12.000000,0.125000,C02,C02,exact,Search frontier exactly matches exhaustive frontier.
nginx:REQ,51000.000000,2,exhaustive,Exhaustive,96,96,1.000000,96.000000,1.000000,C02,C02,exact,Exhaustive reference baseline.
nginx:REQ,51000.000000,2,balanced,Balanced (Ours),96,10,0.104167,5.000000,0.052083,C02,C02,exact,Search frontier exactly matches exhaustive frontier.
nginx:REQ,51000.000000,2,random,Random-candidate,96,10,0.104167,10.000000,0.104167,C02,C02,exact,Search frontier exactly matches exhaustive frontier.
nginx:REQ,51000.000000,3,exhaustive,Exhaustive,96,96,1.000000,96.000000,1.000000,C02,C02,exact,Exhaustive reference baseline.
nginx:REQ,51000.000000,3,balanced,Balanced (Ours),96,10,0.104167,5.000000,0.052083,C02,C02,exact,Search frontier exactly matches exhaustive frontier.
nginx:REQ,51000.000000,3,random,Random-candidate,96,23,0.239583,22.000000,0.229167,C02,C02,exact,Search frontier exactly matches exhaustive frontier.
nginx:REQ,51000.000000,4,exhaustive,Exhaustive,96,96,1.000000,96.000000,1.000000,C02,C02,exact,Exhaustive reference baseline.
nginx:REQ,51000.000000,4,balanced,Balanced (Ours),96,10,0.104167,5.000000,0.052083,C02,C02,exact,Search frontier exactly matches exhaustive frontier.
nginx:REQ,51000.000000,4,random,Random-candidate,96,14,0.145833,8.000000,0.083333,C02,C02,exact,Search frontier exactly matches exhaustive frontier.
nginx:REQ,51000.000000,5,exhaustive,Exhaustive,96,96,1.000000,96.000000,1.000000,C02,C02,exact,Exhaustive reference baseline.
nginx:REQ,51000.000000,5,balanced,Balanced (Ours),96,10,0.104167,5.000000,0.052083,C02,C02,exact,Search frontier exactly matches exhaustive frontier.
nginx:REQ,51000.000000,5,random,Random-candidate,96,15,0.156250,7.000000,0.072917,C02,C02,exact,Search frontier exactly matches exhaustive frontier.
nginx:REQ,51000.000000,6,exhaustive,Exhaustive,96,96,1.000000,96.000000,1.000000,C02,C02,exact,Exhaustive reference baseline.
nginx:REQ,51000.000000,6,balanced,Balanced (Ours),96,10,0.104167,5.000000,0.052083,C02,C02,exact,Search frontier exactly matches exhaustive frontier.
nginx:REQ,51000.000000,6,random,Random-candidate,96,18,0.187500,12.000000,0.125000,C02,C02,exact,Search frontier exactly matches exhaustive frontier.
nginx:REQ,51000.000000,7,exhaustive,Exhaustive,96,96,1.000000,96.000000,1.000000,C02,C02,exact,Exhaustive reference baseline.
nginx:REQ,51000.000000,7,balanced,Balanced (Ours),96,10,0.104167,5.000000,0.052083,C02,C02,exact,Search frontier exactly matches exhaustive frontier.
nginx:REQ,51000.000000,7,random,Random-candidate,96,15,0.156250,13.000000,0.135417,C02,C02,exact,Search frontier exactly matches exhaustive frontier.
nginx:REQ,51000.000000,8,exhaustive,Exhaustive,96,96,1.000000,96.000000,1.000000,C02,C02,exact,Exhaustive reference baseline.
nginx:REQ,51000.000000,8,balanced,Balanced (Ours),96,10,0.104167,5.000000,0.052083,C02,C02,exact,Search frontier exactly matches exhaustive frontier.
nginx:REQ,51000.000000,8,random,Random-candidate,96,19,0.197917,19.000000,0.197917,C02,C02,exact,Search frontier exactly matches exhaustive frontier.
nginx:REQ,51000.000000,9,exhaustive,Exhaustive,96,96,1.000000,96.000000,1.000000,C02,C02,exact,Exhaustive reference baseline.
nginx:REQ,51000.000000,9,balanced,Balanced (Ours),96,10,0.104167,5.000000,0.052083,C02,C02,exact,Search frontier exactly matches exhaustive frontier.
nginx:REQ,51000.000000,9,random,Random-candidate,96,17,0.177083,14.000000,0.145833,C02,C02,exact,Search frontier exactly matches exhaustive frontier.
redis:GET,280000.000000,0,exhaustive,Exhaustive,96,96,1.000000,48.000000,0.500000,C15|C17,C15|C17,exact,Exhaustive reference baseline.
redis:GET,280000.000000,0,balanced,Balanced (Ours),96,21,0.218750,5.000000,0.052083,C15|C17,C15|C17,exact,Search frontier exactly matches exhaustive frontier.
redis:GET,280000.000000,0,random,Random-candidate,96,34,0.354167,23.000000,0.239583,C15|C17,C15|C17,exact,Search frontier exactly matches exhaustive frontier.
redis:GET,280000.000000,1,exhaustive,Exhaustive,96,96,1.000000,48.000000,0.500000,C15|C17,C15|C17,exact,Exhaustive reference baseline.
redis:GET,280000.000000,1,balanced,Balanced (Ours),96,21,0.218750,5.000000,0.052083,C15|C17,C15|C17,exact,Search frontier exactly matches exhaustive frontier.
redis:GET,280000.000000,1,random,Random-candidate,96,28,0.291667,21.000000,0.218750,C15|C17,C15|C17,exact,Search frontier exactly matches exhaustive frontier.
redis:GET,280000.000000,2,exhaustive,Exhaustive,96,96,1.000000,48.000000,0.500000,C15|C17,C15|C17,exact,Exhaustive reference baseline.
redis:GET,280000.000000,2,balanced,Balanced (Ours),96,21,0.218750,5.000000,0.052083,C15|C17,C15|C17,exact,Search frontier exactly matches exhaustive frontier.
redis:GET,280000.000000,2,random,Random-candidate,96,21,0.218750,18.000000,0.187500,C15|C17,C15|C17,exact,Search frontier exactly matches exhaustive frontier.
redis:GET,280000.000000,3,exhaustive,Exhaustive,96,96,1.000000,48.000000,0.500000,C15|C17,C15|C17,exact,Exhaustive reference baseline.
redis:GET,280000.000000,3,balanced,Balanced (Ours),96,21,0.218750,5.000000,0.052083,C15|C17,C15|C17,exact,Search frontier exactly matches exhaustive frontier.
redis:GET,280000.000000,3,random,Random-candidate,96,28,0.291667,3.000000,0.031250,C15|C17,C15|C17,exact,Search frontier exactly matches exhaustive frontier.
redis:GET,280000.000000,4,exhaustive,Exhaustive,96,96,1.000000,48.000000,0.500000,C15|C17,C15|C17,exact,Exhaustive reference baseline.
redis:GET,280000.000000,4,balanced,Balanced (Ours),96,21,0.218750,5.000000,0.052083,C15|C17,C15|C17,exact,Search frontier exactly matches exhaustive frontier.
redis:GET,280000.000000,4,random,Random-candidate,96,24,0.250000,19.000000,0.197917,C15|C17,C15|C17,exact,Search frontier exactly matches exhaustive frontier.
redis:GET,280000.000000,5,exhaustive,Exhaustive,96,96,1.000000,48.000000,0.500000,C15|C17,C15|C17,exact,Exhaustive reference baseline.
redis:GET,280000.000000,5,balanced,Balanced (Ours),96,21,0.218750,5.000000,0.052083,C15|C17,C15|C17,exact,Search frontier exactly matches exhaustive frontier.
redis:GET,280000.000000,5,random,Random-candidate,96,24,0.250000,10.000000,0.104167,C15|C17,C15|C17,exact,Search frontier exactly matches exhaustive frontier.
redis:GET,280000.000000,6,exhaustive,Exhaustive,96,96,1.000000,48.000000,0.500000,C15|C17,C15|C17,exact,Exhaustive reference baseline.
redis:GET,280000.000000,6,balanced,Balanced (Ours),96,21,0.218750,5.000000,0.052083,C15|C17,C15|C17,exact,Search frontier exactly matches exhaustive frontier.
redis:GET,280000.000000,6,random,Random-candidate,96,23,0.239583,8.000000,0.083333,C15|C17,C15|C17,exact,Search frontier exactly matches exhaustive frontier.
redis:GET,280000.000000,7,exhaustive,Exhaustive,96,96,1.000000,48.000000,0.500000,C15|C17,C15|C17,exact,Exhaustive reference baseline.
redis:GET,280000.000000,7,balanced,Balanced (Ours),96,21,0.218750,5.000000,0.052083,C15|C17,C15|C17,exact,Search frontier exactly matches exhaustive frontier.
redis:GET,280000.000000,7,random,Random-candidate,96,25,0.260417,13.000000,0.135417,C15|C17,C15|C17,exact,Search frontier exactly matches exhaustive frontier.
redis:GET,280000.000000,8,exhaustive,Exhaustive,96,96,1.000000,48.000000,0.500000,C15|C17,C15|C17,exact,Exhaustive reference baseline.
redis:GET,280000.000000,8,balanced,Balanced (Ours),96,21,0.218750,5.000000,0.052083,C15|C17,C15|C17,exact,Search frontier exactly matches exhaustive frontier.
redis:GET,280000.000000,8,random,Random-candidate,96,12,0.125000,4.000000,0.041667,C15|C17,C15|C17,exact,Search frontier exactly matches exhaustive frontier.
redis:GET,280000.000000,9,exhaustive,Exhaustive,96,96,1.000000,48.000000,0.500000,C15|C17,C15|C17,exact,Exhaustive reference baseline.
redis:GET,280000.000000,9,balanced,Balanced (Ours),96,21,0.218750,5.000000,0.052083,C15|C17,C15|C17,exact,Search frontier exactly matches exhaustive frontier.
redis:GET,280000.000000,9,random,Random-candidate,96,34,0.354167,25.000000,0.260417,C15|C17,C15|C17,exact,Search frontier exactly matches exhaustive frontier.
redis:GET,302000.000000,0,exhaustive,Exhaustive,96,96,1.000000,24.000000,0.250000,C08|C13|C14|C15,C08|C13|C14|C15,exact,Exhaustive reference baseline.
redis:GET,302000.000000,0,balanced,Balanced (Ours),96,33,0.343750,5.000000,0.052083,C08|C13|C14|C15,C08|C13|C14|C15,exact,Search frontier exactly matches exhaustive frontier.
redis:GET,302000.000000,0,random,Random-candidate,96,35,0.364583,17.000000,0.177083,C08|C13|C14|C15,C08|C13|C14|C15,exact,Search frontier exactly matches exhaustive frontier.
redis:GET,302000.000000,1,exhaustive,Exhaustive,96,96,1.000000,24.000000,0.250000,C08|C13|C14|C15,C08|C13|C14|C15,exact,Exhaustive reference baseline.
redis:GET,302000.000000,1,balanced,Balanced (Ours),96,33,0.343750,5.000000,0.052083,C08|C13|C14|C15,C08|C13|C14|C15,exact,Search frontier exactly matches exhaustive frontier.
redis:GET,302000.000000,1,random,Random-candidate,96,26,0.270833,18.000000,0.187500,C08|C13|C14|C15,C08|C13|C14|C15,exact,Search frontier exactly matches exhaustive frontier.
redis:GET,302000.000000,2,exhaustive,Exhaustive,96,96,1.000000,24.000000,0.250000,C08|C13|C14|C15,C08|C13|C14|C15,exact,Exhaustive reference baseline.
redis:GET,302000.000000,2,balanced,Balanced (Ours),96,33,0.343750,5.000000,0.052083,C08|C13|C14|C15,C08|C13|C14|C15,exact,Search frontier exactly matches exhaustive frontier.
redis:GET,302000.000000,2,random,Random-candidate,96,19,0.197917,1.000000,0.010417,C08|C13|C14|C15,C08|C13|C14|C15,exact,Search frontier exactly matches exhaustive frontier.
redis:GET,302000.000000,3,exhaustive,Exhaustive,96,96,1.000000,24.000000,0.250000,C08|C13|C14|C15,C08|C13|C14|C15,exact,Exhaustive reference baseline.
redis:GET,302000.000000,3,balanced,Balanced (Ours),96,33,0.343750,5.000000,0.052083,C08|C13|C14|C15,C08|C13|C14|C15,exact,Search frontier exactly matches exhaustive frontier.
redis:GET,302000.000000,3,random,Random-candidate,96,36,0.375000,22.000000,0.229167,C08|C13|C14|C15,C08|C13|C14|C15,exact,Search frontier exactly matches exhaustive frontier.
redis:GET,302000.000000,4,exhaustive,Exhaustive,96,96,1.000000,24.000000,0.250000,C08|C13|C14|C15,C08|C13|C14|C15,exact,Exhaustive reference baseline.
redis:GET,302000.000000,4,balanced,Balanced (Ours),96,33,0.343750,5.000000,0.052083,C08|C13|C14|C15,C08|C13|C14|C15,exact,Search frontier exactly matches exhaustive frontier.
redis:GET,302000.000000,4,random,Random-candidate,96,25,0.260417,7.000000,0.072917,C08|C13|C14|C15,C08|C13|C14|C15,exact,Search frontier exactly matches exhaustive frontier.
redis:GET,302000.000000,5,exhaustive,Exhaustive,96,96,1.000000,24.000000,0.250000,C08|C13|C14|C15,C08|C13|C14|C15,exact,Exhaustive reference baseline.
redis:GET,302000.000000,5,balanced,Balanced (Ours),96,33,0.343750,5.000000,0.052083,C08|C13|C14|C15,C08|C13|C14|C15,exact,Search frontier exactly matches exhaustive frontier.
redis:GET,302000.000000,5,random,Random-candidate,96,26,0.270833,10.000000,0.104167,C08|C13|C14|C15,C08|C13|C14|C15,exact,Search frontier exactly matches exhaustive frontier.
redis:GET,302000.000000,6,exhaustive,Exhaustive,96,96,1.000000,24.000000,0.250000,C08|C13|C14|C15,C08|C13|C14|C15,exact,Exhaustive reference baseline.
redis:GET,302000.000000,6,balanced,Balanced (Ours),96,33,0.343750,5.000000,0.052083,C08|C13|C14|C15,C08|C13|C14|C15,exact,Search frontier exactly matches exhaustive frontier.
redis:GET,302000.000000,6,random,Random-candidate,96,29,0.302083,16.000000,0.166667,C08|C13|C14|C15,C08|C13|C14|C15,exact,Search frontier exactly matches exhaustive frontier.
