dataset,threshold,seed,search_method,method_label,nodes,query_count,query_ratio,first_result_query,first_result_query_ratio,final_answers,exhaustive_answers,answer_validation,validation_note
redis:GET,302000.000000,7,exhaustive,Exhaustive,96,96,1.000000,24.000000,0.250000,C08|C13|C14|C15,C08|C13|C14|C15,exact,Exhaustive reference baseline.
redis:GET,302000.000000,7,balanced,Balanced (Ours),96,33,0.343750,5.000000,0.052083,C08|C13|C14|C15,C08|C13|C14|C15,exact,Search frontier exactly matches exhaustive frontier.
redis:GET,302000.000000,7,random,Random-candidate,96,24,0.250000,13.000000,0.135417,C08|C13|C14|C15,C08|C13|C14|C15,exact,Search frontier exactly matches exhaustive frontier.
redis:GET,302000.000000,8,exhaustive,Exhaustive,96,96,1.000000,24.000000,0.250000,C08|C13|C14|C15,C08|C13|C14|C15,exact,Exhaustive reference baseline.
redis:GET,302000.000000,8,balanced,Balanced (Ours),96,33,0.343750,5.000000,0.052083,C08|C13|C14|C15,C08|C13|C14|C15,exact,Search frontier exactly matches exhaustive frontier.
redis:GET,302000.000000,8,random,Random-candidate,96,32,0.333333,8.000000,0.083333,C08|C13|C14|C15,C08|C13|C14|C15,exact,Search frontier exactly matches exhaustive frontier.
redis:GET,302000.000000,9,exhaustive,Exhaustive,96,96,1.000000,24.000000,0.250000,C08|C13|C14|C15,C08|C13|C14|C15,exact,Exhaustive reference baseline.
redis:GET,302000.000000,9,balanced,Balanced (Ours),96,33,0.343750,5.000000,0.052083,C08|C13|C14|C15,C08|C13|C14|C15,exact,Search frontier exactly matches exhaustive frontier.
redis:GET,302000.000000,9,random,Random-candidate,96,33,0.343750,18.000000,0.187500,C08|C13|C14|C15,C08|C13|C14|C15,exact,Search frontier exactly matches exhaustive frontier.
redis:GET,346000.000000,0,exhaustive,Exhaustive,96,96,1.000000,48.000000,0.500000,C08|C10,C08|C10,exact,Exhaustive reference baseline.
redis:GET,346000.000000,0,balanced,Balanced (Ours),96,16,0.166667,12.000000,0.125000,C08|C10,C08|C10,exact,Search frontier exactly matches exhaustive frontier.
redis:GET,346000.000000,0,random,Random-candidate,96,37,0.385417,29.000000,0.302083,C08|C10,C08|C10,exact,Search frontier exactly matches exhaustive frontier.
redis:GET,346000.000000,1,exhaustive,Exhaustive,96,96,1.000000,48.000000,0.500000,C08|C10,C08|C10,exact,Exhaustive reference baseline.
redis:GET,346000.000000,1,balanced,Balanced (Ours),96,16,0.166667,12.000000,0.125000,C08|C10,C08|C10,exact,Search frontier exactly matches exhaustive frontier.
redis:GET,346000.000000,1,random,Random-candidate,96,25,0.260417,19.000000,0.197917,C08|C10,C08|C10,exact,Search frontier exactly matches exhaustive frontier.
redis:GET,346000.000000,2,exhaustive,Exhaustive,96,96,1.000000,48.000000,0.500000,C08|C10,C08|C10,exact,Exhaustive reference baseline.
redis:GET,346000.000000,2,balanced,Balanced (Ours),96,16,0.166667,12.000000,0.125000,C08|C10,C08|C10,exact,Search frontier exactly matches exhaustive frontier.
redis:GET,346000.000000,2,random,Random-candidate,96,16,0.166667,1.000000,0.010417,C08|C10,C08|C10,exact,Search frontier exactly matches exhaustive frontier.
redis:GET,346000.000000,3,exhaustive,Exhaustive,96,96,1.000000,48.000000,0.500000,C08|C10,C08|C10,exact,Exhaustive reference baseline.
redis:GET,346000.000000,3,balanced,Balanced (Ours),96,16,0.166667,12.000000,0.125000,C08|C10,C08|C10,exact,Search frontier exactly matches exhaustive frontier.
redis:GET,346000.000000,3,random,Random-candidate,96,39,0.406250,24.000000,0.250000,C08|C10,C08|C10,exact,Search frontier exactly matches exhaustive frontier.
redis:GET,346000.000000,4,exhaustive,Exhaustive,96,96,1.000000,48.000000,0.500000,C08|C10,C08|C10,exact,Exhaustive reference baseline.
redis:GET,346000.000000,4,balanced,Balanced (Ours),96,16,0.166667,12.000000,0.125000,C08|C10,C08|C10,exact,Search frontier exactly matches exhaustive frontier.
redis:GET,346000.000000,4,random,Random-candidate,96,22,0.229167,8.000000,0.083333,C08|C10,C08|C10,exact,Search frontier exactly matches exhaustive frontier.
redis:GET,346000.000000,5,exhaustive,Exhaustive,96,96,1.000000,48.000000,0.500000,C08|C10,C08|C10,exact,Exhaustive reference baseline.
redis:GET,346000.000000,5,balanced,Balanced (Ours),96,16,0.166667,12.000000,0.125000,C08|C10,C08|C10,exact,Search frontier exactly matches exhaustive frontier.
redis:GET,346000.000000,5,random,Random-candidate,96,21,0.218750,11.000000,0.114583,C08|C10,C08|C10,exact,Search frontier exactly matches exhaustive frontier.
redis:GET,346000.000000,6,exhaustive,Exhaustive,96,96,1.000000,48.000000,0.500000,C08|C10,C08|C10,exact,Exhaustive reference baseline.
redis:GET,346000.000000,6,balanced,Balanced (Ours),96,16,0.166667,12.000000,0.125000,C08|C10,C08|C10,exact,Search frontier exactly matches exhaustive frontier.
redis:GET,346000.000000,6,random,Random-candidate,96,21,0.218750,15.000000,0.156250,C08|C10,C08|C10,exact,Search frontier exactly matches exhaustive frontier.
redis:GET,346000.000000,7,exhaustive,Exhaustive,96,96,1.000000,48.000000,0.500000,C08|C10,C08|C10,exact,Exhaustive reference baseline.
redis:GET,346000.000000,7,balanced,Balanced (Ours),96,16,0.166667,12.000000,0.125000,C08|C10,C08|C10,exact,Search frontier exactly matches exhaustive frontier.
redis:GET,346000.000000,7,random,Random-candidate,96,19,0.197917,12.000000,0.125000,C08|C10,C08|C10,exact,Search frontier exactly matches exhaustive frontier.
redis:GET,346000.000000,8,exhaustive,Exhaustive,96,96,1.000000,48.000000,0.500000,C08|C10,C08|C10,exact,Exhaustive reference baseline.
redis:GET,346000.000000,8,balanced,Balanced (Ours),96,16,0.166667,12.000000,0.125000,C08|C10,C08|C10,exact,Search frontier exactly matches exhaustive frontier.
redis:GET,346000.000000,8,random,Random-candidate,96,23,0.239583,8.000000,0.083333,C08|C10,C08|C10,exact,Search frontier exactly matches exhaustive frontier.
redis:GET,346000.000000,9,exhaustive,Exhaustive,96,96,1.000000,48.000000,0.500000,C08|C10,C08|C10,exact,Exhaustive reference baseline.
redis:GET,346000.000000,9,balanced,Balanced (Ours),96,16,0.166667,12.000000,0.125000,C08|C10,C08|C10,exact,Search frontier exactly matches exhaustive frontier.
redis:GET,346000.000000,9,random,Random-candidate,96,28,0.291667,23.000000,0.239583,C08|C10,C08|C10,exact,Search frontier exactly matches exhaustive frontier.
redis:SET,112000.000000,0,exhaustive,Exhaustive,96,96,1.000000,19.200000,0.200000,C58|C63|C64|C74|C77,C58|C63|C64|C74|C77,exact,Exhaustive reference baseline.
redis:SET,112000.000000,0,balanced,Balanced (Ours),96,22,0.229167,11.000000,0.114583,C58|C63|C64|C74|C77,C58|C63|C64|C74|C77,exact,Search frontier exactly matches exhaustive frontier.
redis:SET,112000.000000,0,random,Random-candidate,96,22,0.229167,11.000000,0.114583,C58|C63|C64|C74|C77,C58|C63|C64|C74|C77,exact,Search frontier exactly matches exhaustive frontier.
redis:SET,112000.000000,1,exhaustive,Exhaustive,96,96,1.000000,19.200000,0.200000,C58|C63|C64|C74|C77,C58|C63|C64|C74|C77,exact,Exhaustive reference baseline.
redis:SET,112000.000000,1,balanced,Balanced (Ours),96,22,0.229167,11.000000,0.114583,C58|C63|C64|C74|C77,C58|C63|C64|C74|C77,exact,Search frontier exactly matches exhaustive frontier.
redis:SET,112000.000000,1,random,Random-candidate,96,26,0.270833,13.000000,0.135417,C58|C63|C64|C74|C77,C58|C63|C64|C74|C77,exact,Search frontier exactly matches exhaustive frontier.
redis:SET,112000.000000,2,exhaustive,Exhaustive,96,96,1.000000,19.200000,0.200000,C58|C63|C64|C74|C77,C58|C63|C64|C74|C77,exact,Exhaustive reference baseline.
redis:SET,112000.000000,2,balanced,Balanced (Ours),96,22,0.229167,11.000000,0.114583,C58|C63|C64|C74|C77,C58|C63|C64|C74|C77,exact,Search frontier exactly matches exhaustive frontier.
redis:SET,112000.000000,2,random,Random-candidate,96,23,0.239583,4.000000,0.041667,C58|C63|C64|C74|C77,C58|C63|C64|C74|C77,exact,Search frontier exactly matches exhaustive frontier.
redis:SET,112000.000000,3,exhaustive,Exhaustive,96,96,1.000000,19.200000,0.200000,C58|C63|C64|C74|C77,C58|C63|C64|C74|C77,exact,Exhaustive reference baseline.
redis:SET,112000.000000,3,balanced,Balanced (Ours),96,22,0.229167,11.000000,0.114583,C58|C63|C64|C74|C77,C58|C63|C64|C74|C77,exact,Search frontier exactly matches exhaustive frontier.
redis:SET,112000.000000,3,random,Random-candidate,96,20,0.208333,7.000000,0.072917,C58|C63|C64|C74|C77,C58|C63|C64|C74|C77,exact,Search frontier exactly matches exhaustive frontier.
redis:SET,112000.000000,4,exhaustive,Exhaustive,96,96,1.000000,19.200000,0.200000,C58|C63|C64|C74|C77,C58|C63|C64|C74|C77,exact,Exhaustive reference baseline.
redis:SET,112000.000000,4,balanced,Balanced (Ours),96,22,0.229167,11.000000,0.114583,C58|C63|C64|C74|C77,C58|C63|C64|C74|C77,exact,Search frontier exactly matches exhaustive frontier.
redis:SET,112000.000000,4,random,Random-candidate,96,26,0.270833,4.000000,0.041667,C58|C63|C64|C74|C77,C58|C63|C64|C74|C77,exact,Search frontier exactly matches exhaustive frontier.
redis:SET,112000.000000,5,exhaustive,Exhaustive,96,96,1.000000,19.200000,0.200000,C58|C63|C64|C74|C77,C58|C63|C64|C74|C77,exact,Exhaustive reference baseline.
redis:SET,112000.000000,5,balanced,Balanced (Ours),96,22,0.229167,11.000000,0.114583,C58|C63|C64|C74|C77,C58|C63|C64|C74|C77,exact,Search frontier exactly matches exhaustive frontier.
redis:SET,112000.000000,5,random,Random-candidate,96,24,0.250000,9.000000,0.093750,C58|C63|C64|C74|C77,C58|C63|C64|C74|C77,exact,Search frontier exactly matches exhaustive frontier.
redis:SET,112000.000000,6,exhaustive,Exhaustive,96,96,1.000000,19.200000,0.200000,C58|C63|C64|C74|C77,C58|C63|C64|C74|C77,exact,Exhaustive reference baseline.
redis:SET,112000.000000,6,balanced,Balanced (Ours),96,22,0.229167,11.000000,0.114583,C58|C63|C64|C74|C77,C58|C63|C64|C74|C77,exact,Search frontier exactly matches exhaustive frontier.
redis:SET,112000.000000,6,random,Random-candidate,96,18,0.187500,1.000000,0.010417,C58|C63|C64|C74|C77,C58|C63|C64|C74|C77,exact,Search frontier exactly matches exhaustive frontier.
redis:SET,112000.000000,7,exhaustive,Exhaustive,96,96,1.000000,19.200000,0.200000,C58|C63|C64|C74|C77,C58|C63|C64|C74|C77,exact,Exhaustive reference baseline.
redis:SET,112000.000000,7,balanced,Balanced (Ours),96,22,0.229167,11.000000,0.114583,C58|C63|C64|C74|C77,C58|C63|C64|C74|C77,exact,Search frontier exactly matches exhaustive frontier.
redis:SET,112000.000000,7,random,Random-candidate,96,22,0.229167,3.000000,0.031250,C58|C63|C64|C74|C77,C58|C63|C64|C74|C77,exact,Search frontier exactly matches exhaustive frontier.
redis:SET,112000.000000,8,exhaustive,Exhaustive,96,96,1.000000,19.200000,0.200000,C58|C63|C64|C74|C77,C58|C63|C64|C74|C77,exact,Exhaustive reference baseline.
redis:SET,112000.000000,8,balanced,Balanced (Ours),96,22,0.229167,11.000000,0.114583,C58|C63|C64|C74|C77,C58|C63|C64|C74|C77,exact,Search frontier exactly matches exhaustive frontier.
redis:SET,112000.000000,8,random,Random-candidate,96,22,0.229167,2.000000,0.020833,C58|C63|C64|C74|C77,C58|C63|C64|C74|C77,exact,Search frontier exactly matches exhaustive frontier.
redis:SET,112000.000000,9,exhaustive,Exhaustive,96,96,1.000000,19.200000,0.200000,C58|C63|C64|C74|C77,C58|C63|C64|C74|C77,exact,Exhaustive reference baseline.
redis:SET,112000.000000,9,balanced,Balanced (Ours),96,22,0.229167,11.000000,0.114583,C58|C63|C64|C74|C77,C58|C63|C64|C74|C77,exact,Search frontier exactly matches exhaustive frontier.
redis:SET,112000.000000,9,random,Random-candidate,96,29,0.302083,3.000000,0.031250,C58|C63|C64|C74|C77,C58|C63|C64|C74|C77,exact,Search frontier exactly matches exhaustive frontier.
redis:SET,126000.000000,0,exhaustive,Exhaustive,96,96,1.000000,19.200000,0.200000,C58|C63|C64|C74|C77,C58|C63|C64|C74|C77,exact,Exhaustive reference baseline.
redis:SET,126000.000000,0,balanced,Balanced (Ours),96,22,0.229167,11.000000,0.114583,C58|C63|C64|C74|C77,C58|C63|C64|C74|C77,exact,Search frontier exactly matches exhaustive frontier.
redis:SET,126000.000000,0,random,Random-candidate,96,34,0.354167,24.000000,0.250000,C58|C63|C64|C72|C75|C76,C58|C63|C64|C74|C77,overlap_partial,Search and exhaustive frontiers partially overlap; search still returns feasible representatives.
redis:SET,126000.000000,1,exhaustive,Exhaustive,96,96,1.000000,19.200000,0.200000,C58|C63|C64|C74|C77,C58|C63|C64|C74|C77,exact,Exhaustive reference baseline.
redis:SET,126000.000000,1,balanced,Balanced (Ours),96,22,0.229167,11.000000,0.114583,C58|C63|C64|C74|C77,C58|C63|C64|C74|C77,exact,Search frontier exactly matches exhaustive frontier.
redis:SET,126000.000000,1,random,Random-candidate,96,29,0.302083,16.000000,0.166667,C58|C63|C64|C72|C75|C76,C58|C63|C64|C74|C77,overlap_partial,Search and exhaustive frontiers partially overlap; search still returns feasible representatives.
redis:SET,126000.000000,2,exhaustive,Exhaustive,96,96,1.000000,19.200000,0.200000,C58|C63|C64|C74|C77,C58|C63|C64|C74|C77,exact,Exhaustive reference baseline.
redis:SET,126000.000000,2,balanced,Balanced (Ours),96,22,0.229167,11.000000,0.114583,C58|C63|C64|C74|C77,C58|C63|C64|C74|C77,exact,Search frontier exactly matches exhaustive frontier.
redis:SET,126000.000000,2,random,Random-candidate,96,23,0.239583,4.000000,0.041667,C58|C63|C64|C72|C75|C76,C58|C63|C64|C74|C77,overlap_partial,Search and exhaustive frontiers partially overlap; search still returns feasible representatives.
redis:SET,126000.000000,3,exhaustive,Exhaustive,96,96,1.000000,19.200000,0.200000,C58|C63|C64|C74|C77,C58|C63|C64|C74|C77,exact,Exhaustive reference baseline.
redis:SET,126000.000000,3,balanced,Balanced (Ours),96,22,0.229167,11.000000,0.114583,C58|C63|C64|C74|C77,C58|C63|C64|C74|C77,exact,Search frontier exactly matches exhaustive frontier.
redis:SET,126000.000000,3,random,Random-candidate,96,26,0.270833,18.000000,0.187500,C58|C63|C64|C72|C75|C76,C58|C63|C64|C74|C77,overlap_partial,Search and exhaustive frontiers partially overlap; search still returns feasible representatives.
redis:SET,126000.000000,4,exhaustive,Exhaustive,96,96,1.000000,19.200000,0.200000,C58|C63|C64|C74|C77,C58|C63|C64|C74|C77,exact,Exhaustive reference baseline.
redis:SET,126000.000000,4,balanced,Balanced (Ours),96,22,0.229167,11.000000,0.114583,C58|C63|C64|C74|C77,C58|C63|C64|C74|C77,exact,Search frontier exactly matches exhaustive frontier.
redis:SET,126000.000000,4,random,Random-candidate,96,33,0.343750,4.000000,0.041667,C58|C63|C64|C72|C75|C76,C58|C63|C64|C74|C77,overlap_partial,Search and exhaustive frontiers partially overlap; search still returns feasible representatives.
redis:SET,126000.000000,5,exhaustive,Exhaustive,96,96,1.000000,19.200000,0.200000,C58|C63|C64|C74|C77,C58|C63|C64|C74|C77,exact,Exhaustive reference baseline.
redis:SET,126000.000000,5,balanced,Balanced (Ours),96,22,0.229167,11.000000,0.114583,C58|C63|C64|C74|C77,C58|C63|C64|C74|C77,exact,Search frontier exactly matches exhaustive frontier.
redis:SET,126000.000000,5,random,Random-candidate,96,37,0.385417,33.000000,0.343750,C58|C63|C64|C72|C75|C76,C58|C63|C64|C74|C77,overlap_partial,Search and exhaustive frontiers partially overlap; search still returns feasible representatives.
redis:SET,126000.000000,6,exhaustive,Exhaustive,96,96,1.000000,19.200000,0.200000,C58|C63|C64|C74|C77,C58|C63|C64|C74|C77,exact,Exhaustive reference baseline.
redis:SET,126000.000000,6,balanced,Balanced (Ours),96,22,0.229167,11.000000,0.114583,C58|C63|C64|C74|C77,C58|C63|C64|C74|C77,exact,Search frontier exactly matches exhaustive frontier.
redis:SET,126000.000000,6,random,Random-candidate,96,16,0.166667,1.000000,0.010417,C58|C63|C64|C74|C76,C58|C63|C64|C74|C77,overlap_partial,Search and exhaustive frontiers partially overlap; search still returns feasible representatives.
redis:SET,126000.000000,7,exhaustive,Exhaustive,96,96,1.000000,19.200000,0.200000,C58|C63|C64|C74|C77,C58|C63|C64|C74|C77,exact,Exhaustive reference baseline.
redis:SET,126000.000000,7,balanced,Balanced (Ours),96,22,0.229167,11.000000,0.114583,C58|C63|C64|C74|C77,C58|C63|C64|C74|C77,exact,Search frontier exactly matches exhaustive frontier.
redis:SET,126000.000000,7,random,Random-candidate,96,33,0.343750,3.000000,0.031250,C58|C63|C64|C72|C75|C76,C58|C63|C64|C74|C77,overlap_partial,Search and exhaustive frontiers partially overlap; search still returns feasible representatives.
redis:SET,126000.000000,8,exhaustive,Exhaustive,96,96,1.000000,19.200000,0.200000,C58|C63|C64|C74|C77,C58|C63|C64|C74|C77,exact,Exhaustive reference baseline.
redis:SET,126000.000000,8,balanced,Balanced (Ours),96,22,0.229167,11.000000,0.114583,C58|C63|C64|C74|C77,C58|C63|C64|C74|C77,exact,Search frontier exactly matches exhaustive frontier.
redis:SET,126000.000000,8,random,Random-candidate,96,21,0.218750,2.000000,0.020833,C58|C63|C64|C75|C77,C58|C63|C64|C74|C77,overlap_partial,Search and exhaustive frontiers partially overlap; search still returns feasible representatives.
redis:SET,126000.000000,9,exhaustive,Exhaustive,96,96,1.000000,19.200000,0.200000,C58|C63|C64|C74|C77,C58|C63|C64|C74|C77,exact,Exhaustive reference baseline.
redis:SET,126000.000000,9,balanced,Balanced (Ours),96,22,0.229167,11.000000,0.114583,C58|C63|C64|C74|C77,C58|C63|C64|C74|C77,exact,Search frontier exactly matches exhaustive frontier.
redis:SET,126000.000000,9,random,Random-candidate,96,27,0.281250,3.000000,0.031250,C58|C63|C64|C72|C75|C76,C58|C63|C64|C74|C77,overlap_partial,Search and exhaustive frontiers partially overlap; search still returns feasible representatives.
redis:SET,140200.000000,0,exhaustive,Exhaustive,96,96,1.000000,24.000000,0.250000,C40|C50|C58|C63,C40|C50|C58|C63,exact,Exhaustive reference baseline.
redis:SET,140200.000000,0,balanced,Balanced (Ours),96,30,0.312500,15.000000,0.156250,C40|C50|C58|C63,C40|C50|C58|C63,exact,Search frontier exactly matches exhaustive frontier.
redis:SET,140200.000000,0,random,Random-candidate,96,33,0.343750,1.000000,0.010417,C40|C50|C58|C63,C40|C50|C58|C63,exact,Search frontier exactly matches exhaustive frontier.
redis:SET,140200.000000,1,exhaustive,Exhaustive,96,96,1.000000,24.000000,0.250000,C40|C50|C58|C63,C40|C50|C58|C63,exact,Exhaustive reference baseline.
redis:SET,140200.000000,1,balanced,Balanced (Ours),96,30,0.312500,15.000000,0.156250,C40|C50|C58|C63,C40|C50|C58|C63,exact,Search frontier exactly matches exhaustive frontier.
redis:SET,140200.000000,1,random,Random-candidate,96,23,0.239583,4.000000,0.041667,C40|C50|C58|C63,C40|C50|C58|C63,exact,Search frontier exactly matches exhaustive frontier.
redis:SET,140200.000000,2,exhaustive,Exhaustive,96,96,1.000000,24.000000,0.250000,C40|C50|C58|C63,C40|C50|C58|C63,exact,Exhaustive reference baseline.
redis:SET,140200.000000,2,balanced,Balanced (Ours),96,30,0.312500,15.000000,0.156250,C40|C50|C58|C63,C40|C50|C58|C63,exact,Search frontier exactly matches exhaustive frontier.
redis:SET,140200.000000,2,random,Random-candidate,96,25,0.260417,4.000000,0.041667,C40|C50|C58|C63,C40|C50|C58|C63,exact,Search frontier exactly matches exhaustive frontier.
redis:SET,140200.000000,3,exhaustive,Exhaustive,96,96,1.000000,24.000000,0.250000,C40|C50|C58|C63,C40|C50|C58|C63,exact,Exhaustive reference baseline.
redis:SET,140200.000000,3,balanced,Balanced (Ours),96,30,0.312500,15.000000,0.156250,C40|C50|C58|C63,C40|C50|C58|C63,exact,Search frontier exactly matches exhaustive frontier.
redis:SET,140200.000000,3,random,Random-candidate,96,26,0.270833,9.000000,0.093750,C40|C50|C58|C63,C40|C50|C58|C63,exact,Search frontier exactly matches exhaustive frontier.
redis:SET,140200.000000,4,exhaustive,Exhaustive,96,96,1.000000,24.000000,0.250000,C40|C50|C58|C63,C40|C50|C58|C63,exact,Exhaustive reference baseline.
redis:SET,140200.000000,4,balanced,Balanced (Ours),96,30,0.312500,15.000000,0.156250,C40|C50|C58|C63,C40|C50|C58|C63,exact,Search frontier exactly matches exhaustive frontier.
redis:SET,140200.000000,4,random,Random-candidate,96,26,0.270833,4.000000,0.041667,C40|C50|C58|C63,C40|C50|C58|C63,exact,Search frontier exactly matches exhaustive frontier.
redis:SET,140200.000000,5,exhaustive,Exhaustive,96,96,1.000000,24.000000,0.250000,C40|C50|C58|C63,C40|C50|C58|C63,exact,Exhaustive reference baseline.
redis:SET,140200.000000,5,balanced,Balanced (Ours),96,30,0.312500,15.000000,0.156250,C40|C50|C58|C63,C40|C50|C58|C63,exact,Search frontier exactly matches exhaustive frontier.
redis:SET,140200.000000,5,random,Random-candidate,96,25,0.260417,19.000000,0.197917,C40|C50|C58|C63,C40|C50|C58|C63,exact,Search frontier exactly matches exhaustive frontier.
redis:SET,140200.000000,6,exhaustive,Exhaustive,96,96,1.000000,24.000000,0.250000,C40|C50|C58|C63,C40|C50|C58|C63,exact,Exhaustive reference baseline.
redis:SET,140200.000000,6,balanced,Balanced (Ours),96,30,0.312500,15.000000,0.156250,C40|C50|C58|C63,C40|C50|C58|C63,exact,Search frontier exactly matches exhaustive frontier.
redis:SET,140200.000000,6,random,Random-candidate,96,21,0.218750,12.000000,0.125000,C40|C50|C58|C63,C40|C50|C58|C63,exact,Search frontier exactly matches exhaustive frontier.
redis:SET,140200.000000,7,exhaustive,Exhaustive,96,96,1.000000,24.000000,0.250000,C40|C50|C58|C63,C40|C50|C58|C63,exact,Exhaustive reference baseline.
redis:SET,140200.000000,7,balanced,Balanced (Ours),96,30,0.312500,15.000000,0.156250,C40|C50|C58|C63,C40|C50|C58|C63,exact,Search frontier exactly matches exhaustive frontier.
redis:SET,140200.000000,7,random,Random-candidate,96,30,0.312500,3.000000,0.031250,C40|C50|C58|C63,C40|C50|C58|C63,exact,Search frontier exactly matches exhaustive frontier.
redis:SET,140200.000000,8,exhaustive,Exhaustive,96,96,1.000000,24.000000,0.250000,C40|C50|C58|C63,C40|C50|C58|C63,exact,Exhaustive reference baseline.
redis:SET,140200.000000,8,balanced,Balanced (Ours),96,30,0.312500,15.000000,0.156250,C40|C50|C58|C63,C40|C50|C58|C63,exact,Search frontier exactly matches exhaustive frontier.
redis:SET,140200.000000,8,random,Random-candidate,96,16,0.166667,2.000000,0.020833,C40|C50|C58|C63,C40|C50|C58|C63,exact,Search frontier exactly matches exhaustive frontier.
redis:SET,140200.000000,9,exhaustive,Exhaustive,96,96,1.000000,24.000000,0.250000,C40|C50|C58|C63,C40|C50|C58|C63,exact,Exhaustive reference baseline.
redis:SET,140200.000000,9,balanced,Balanced (Ours),96,30,0.312500,15.000000,0.156250,C40|C50|C58|C63,C40|C50|C58|C63,exact,Search frontier exactly matches exhaustive frontier.
redis:SET,140200.000000,9,random,Random-candidate,96,33,0.343750,22.000000,0.229167,C40|C50|C58|C63,C40|C50|C58|C63,exact,Search frontier exactly matches exhaustive frontier.
